grip requested,grip performed,grip timing
1,1,-51.0
1,1,-82.0
1,1,-75.0
2,2,-174.0
1,1,-71.0
2,2,-173.0
1,1,-132.0
2,2,-56.0
2,2,-138.0
1,1,-137.0
1,1,-70.0
1,1,-110.0
2,2,-44.0
2,2,-111.0
1,1,-145.0
1,1,-109.0
2,2,-212.0
2,2,-106.0
3,0,nan
2,2,-66.0
1,1,-134.0
3,0,nan
2,2,-95.0
1,1,-131.0
1,1,-68.0
2,2,-108.0
2,2,-108.0
2,2,-173.0
1,1,-105.0
1,1,-67.0
1,1,-102.0
1,1,-140.0
2,2,-107.0
1,1,-102.0
2,2,-67.0
1,1,-175.0
2,2,-147.0
2,2,-77.0
1,1,-148.0
1,1,-80.0
2,2,-120.0
1,1,-96.0
1,1,-127.0
