grip requested,grip performed,grip timing
1,1,-341.0
1,0,nan
1,1,-283.0
2,2,-277.0
1,0,nan
2,0,nan
1,0,nan
2,0,nan
2,0,nan
1,0,nan
1,1,-303.0
1,1,-297.0
2,2,-189.0
2,2,-251.0
1,1,-279.0
1,1,-205.0
2,2,-165.0
2,2,-227.0
3,0,nan
2,0,nan
1,0,nan
3,0,nan
2,2,-157.0
1,1,-15.0
1,1,-343.0
2,2,-229.0
2,2,-223.0
2,2,-353.0
1,1,-279.0
1,1,-307.0
1,1,-295.0
1,1,-181.0
2,2,-107.0
1,1,171.0
2,2,-129.0
1,1,-157.0
2,2,-151.0
2,2,-77.0
1,0,nan
1,1,-303.0
2,2,-195.0
1,0,nan
1,0,nan
