grip requested,grip performed,grip timing
1,1,-72.0
1,1,-94.0
1,1,-48.0
2,0,nan
1,1,-104.0
2,0,nan
1,1,-24.0
2,0,nan
2,0,nan
1,1,-142.0
1,1,-34.0
1,1,-28.0
2,0,nan
2,0,nan
1,0,nan
1,1,-140.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-76.0
3,0,nan
2,0,nan
1,1,-120.0
1,1,-39.0
2,0,nan
2,0,nan
2,0,nan
1,1,-77.0
1,1,-105.0
1,1,43.0
1,1,-47.0
2,0,nan
1,1,-69.0
2,0,nan
1,1,-57.0
2,0,nan
2,0,nan
1,1,-209.0
1,1,-67.0
2,0,nan
1,1,-20.0
1,1,-14.0
