grip requested,grip performed,grip timing
1,1,-159.0
1,1,-45.0
1,1,-33.0
2,0,nan
1,1,13.0
2,0,nan
1,1,59.0
2,0,nan
2,0,nan
1,1,-25.0
1,1,15.0
1,1,-13.0
2,0,nan
2,0,nan
1,1,-131.0
1,1,45.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-61.0
3,0,nan
2,0,nan
1,1,-172.0
1,1,10.0
2,0,nan
2,0,nan
2,0,nan
1,1,-62.0
1,1,12.0
1,1,25.0
1,1,-65.0
2,0,nan
1,1,49.0
2,0,nan
1,1,197.0
2,0,nan
2,0,nan
1,1,11.0
1,1,-17.0
2,0,nan
1,1,-5.0
1,1,1.0
