grip requested,grip performed,grip timing
1,1,-120.0
1,1,-74.0
1,1,-96.0
2,0,nan
1,1,-118.0
2,0,nan
1,1,-139.0
2,1,37.0
2,0,nan
1,1,-121.0
1,1,-149.0
1,1,-7.0
2,0,nan
2,0,nan
1,1,-90.0
1,1,-50.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-122.0
3,0,nan
2,0,nan
1,1,-64.0
1,1,-120.0
2,0,nan
2,0,nan
2,0,nan
1,1,-90.0
1,1,-118.0
1,1,-208.0
1,1,-60.0
2,0,nan
1,1,-82.0
2,0,nan
1,1,-104.0
2,0,nan
2,0,nan
1,1,-120.0
1,1,-80.0
2,0,nan
1,1,-102.0
1,1,-130.0
