grip requested,grip performed,grip timing
1,1,-135.0
1,1,-292.0
1,0,nan
2,0,nan
1,1,-200.0
2,0,nan
1,1,-52.0
2,0,nan
2,0,nan
1,1,-204.0
1,1,-164.0
1,1,-90.0
2,0,nan
2,0,nan
1,1,-174.0
1,1,-168.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-273.0
3,0,nan
2,0,nan
1,1,-112.0
1,1,-168.0
2,0,nan
2,0,nan
2,0,nan
1,1,-172.0
1,1,-166.0
1,1,-119.0
1,1,-141.0
2,0,nan
1,1,41.0
2,0,nan
1,1,-83.0
2,0,nan
2,0,nan
1,1,-337.0
1,0,nan
2,0,nan
1,1,-285.0
1,0,nan
