grip requested,grip performed,grip timing
1,1,179.0
1,1,-115.0
1,1,-103.0
2,0,nan
1,1,147.0
2,0,nan
1,1,159.0
2,0,nan
2,0,nan
1,1,-95.0
1,0,nan
1,1,-49.0
2,0,nan
2,0,nan
1,1,-133.0
1,1,-59.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-165.0
3,0,nan
2,0,nan
1,1,-209.0
1,1,-61.0
2,0,nan
2,0,nan
2,0,nan
1,1,-65.0
1,0,nan
1,0,nan
1,1,-103.0
2,0,nan
1,1,-125.0
2,0,nan
1,1,23.0
2,0,nan
2,0,nan
1,1,-95.0
1,0,nan
2,0,nan
1,1,-179.0
1,1,-71.0
