grip requested,grip performed,grip timing
1,1,105.0
1,1,-189.0
1,1,-143.0
2,0,nan
1,1,-97.0
2,0,nan
1,1,-85.0
2,0,nan
2,0,nan
1,1,-101.0
1,0,nan
1,1,-157.0
2,0,nan
2,0,nan
1,1,-139.0
1,1,3.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,0,nan
3,0,nan
2,0,nan
1,1,-111.0
1,1,-133.0
2,0,nan
2,0,nan
2,0,nan
1,1,-103.0
1,1,-165.0
1,1,-85.0
1,1,-73.0
2,0,nan
1,1,-129.0
2,0,nan
1,1,-116.0
2,0,nan
2,0,nan
1,1,-98.0
1,1,-92.0
2,0,nan
1,0,nan
1,1,-210.0
