grip requested,grip performed,grip timing
1,1,-181.0
1,1,35.0
1,1,115.0
2,2,-151.0
1,1,25.0
2,2,-3.0
1,0,nan
2,2,-331.0
2,2,-155.0
1,1,123.0
1,1,-41.0
1,1,101.0
2,2,-131.0
2,2,-57.0
1,1,-85.0
1,1,125.0
2,2,-209.0
2,2,-135.0
3,3,-197.0
2,2,-89.0
1,1,-49.0
3,3,-172.0
2,0,nan
1,1,10.0
1,1,-148.0
2,2,-136.0
2,0,nan
2,2,80.0
1,1,-118.0
1,1,-180.0
1,1,-202.0
1,0,nan
2,2,-116.0
1,1,-110.0
2,2,-172.0
1,1,4.0
2,2,-92.0
2,2,-188.0
1,1,-80.0
1,0,nan
2,2,-102.0
1,0,nan
1,1,182.0
