grip requested,grip performed,grip timing
1,1,-158.0
1,1,-78.0
1,1,-32.0
2,2,-162.0
1,1,15.0
2,2,89.0
1,1,-177.0
2,2,-170.0
2,2,108.0
1,1,-124.0
1,1,120.0
1,1,160.0
2,2,-174.0
2,2,-100.0
1,1,-162.0
1,1,48.0
2,2,-116.0
2,2,-76.0
3,3,-104.0
2,2,-132.0
1,1,-58.0
3,3,-114.0
2,2,-108.0
1,1,2.0
1,1,14.0
2,2,-178.0
2,2,-104.0
2,2,-98.0
1,1,-52.0
1,1,-46.0
1,1,69.0
1,1,115.0
2,2,87.0
1,1,-43.0
2,2,-139.0
1,1,-31.0
2,2,-58.0
2,2,-154.0
1,1,-46.0
1,1,-6.0
2,2,-170.0
1,1,-28.0
1,1,-56.0
