grip requested,grip performed,grip timing
1,1,-57.0
1,1,-147.0
1,1,-67.0
2,2,-163.0
1,1,-55.0
2,2,-219.0
1,1,-178.0
2,2,32.0
2,2,-166.0
1,1,-126.0
1,1,16.0
1,1,-114.0
2,2,-142.0
2,2,-102.0
1,1,-28.0
1,1,12.0
2,2,-152.0
2,2,-78.0
3,3,-106.0
2,2,-168.0
1,1,-128.0
3,3,-184.0
2,2,-42.0
1,1,-70.0
1,1,-24.0
2,2,-80.0
2,2,-40.0
2,2,-34.0
1,0,nan
1,1,-192.0
1,1,-44.0
1,1,-100.0
2,2,-128.0
1,1,-88.0
2,2,-150.0
1,1,-76.0
2,2,-138.0
2,2,-166.0
1,1,-58.0
1,1,-86.0
2,2,-148.0
1,1,62.0
1,1,-68.0
