grip requested,grip performed,grip timing
1,1,-58.0
1,1,-80.0
1,1,-136.0
2,2,-62.0
1,1,-226.0
2,3,-186.0
1,1,-179.0
2,2,-173.0
2,2,-99.0
1,1,-93.0
1,1,-121.0
1,1,-81.0
2,2,-41.0
2,2,-205.0
1,1,-63.0
1,1,-23.0
2,2,-119.0
2,2,-45.0
3,3,165.0
2,2,-101.0
1,1,7.0
3,3,-150.0
2,2,-178.0
1,1,-172.0
1,1,-24.0
2,2,-148.0
2,3,-108.0
2,3,-136.0
1,1,-28.0
1,1,-56.0
1,1,-112.0
1,1,-100.0
2,2,-94.0
1,1,-190.0
2,2,-150.0
1,0,nan
2,2,67.0
2,2,-97.0
1,0,nan
1,1,-153.0
2,2,-79.0
1,1,-175.0
1,0,nan
