grip requested,grip performed,grip timing
1,1,-27.0
1,1,-49.0
1,1,-105.0
2,0,nan
1,1,9.0
2,0,nan
1,1,-47.0
2,0,nan
2,0,nan
1,1,-96.0
1,1,-90.0
1,1,-50.0
2,0,nan
2,0,nan
1,1,-99.0
1,1,-25.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-96.0
3,0,nan
2,0,nan
1,1,-38.0
1,1,-60.0
2,0,nan
2,0,nan
2,0,nan
1,1,-98.0
1,1,-24.0
1,1,-46.0
1,1,-68.0
2,0,nan
1,1,-56.0
2,0,nan
1,1,-44.0
2,0,nan
2,0,nan
1,1,-58.0
1,1,-18.0
2,0,nan
1,1,-40.0
1,1,-34.0
