grip requested,grip performed,grip timing
1,1,-27.0
1,1,-49.0
1,1,-105.0
2,0,nan
1,1,-25.0
2,0,nan
1,1,-47.0
2,0,nan
2,0,nan
1,1,-63.0
1,1,-23.0
1,1,17.0
2,0,nan
2,0,nan
1,1,-32.0
1,1,-60.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,4.0
3,0,nan
2,0,nan
1,1,-71.0
1,1,-25.0
2,0,nan
2,0,nan
2,0,nan
1,1,6.0
1,1,-124.0
1,1,-44.0
1,1,-32.0
2,0,nan
1,1,-54.0
2,0,nan
1,1,-42.0
2,0,nan
2,0,nan
1,1,11.0
1,1,-85.0
2,0,nan
1,1,-73.0
1,1,-67.0
