grip requested,grip performed,grip timing
1,1,-101.0
1,1,-15.0
1,1,-66.0
2,0,nan
1,1,-137.0
2,0,nan
1,1,-74.0
2,0,nan
2,0,nan
1,1,-129.0
1,1,-41.0
1,1,-118.0
2,0,nan
2,0,nan
1,1,-28.0
1,1,-37.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-99.0
3,0,nan
2,0,nan
1,1,-88.0
1,1,-129.0
2,0,nan
2,0,nan
2,0,nan
1,1,-97.0
1,1,-36.0
1,1,-60.0
1,1,-150.0
2,0,nan
1,1,-93.0
2,0,nan
1,1,-70.0
2,0,nan
2,0,nan
1,1,-125.0
1,1,-64.0
2,0,nan
1,1,-110.0
1,1,-43.0
