grip requested,grip performed,grip timing
1,1,-94.0
1,1,-48.0
1,1,-70.0
2,0,nan
1,1,-159.0
2,0,nan
1,1,-45.0
2,0,nan
2,0,nan
1,1,-61.0
1,1,-89.0
1,1,-49.0
2,0,nan
2,0,nan
1,1,-30.0
1,1,-126.0
2,0,nan
2,0,nan
3,0,nan
2,0,nan
1,1,-130.0
3,0,nan
2,0,nan
1,1,-37.0
1,1,9.0
2,0,nan
2,0,nan
2,0,nan
1,1,-131.0
1,1,-57.0
1,1,-79.0
1,1,-101.0
2,0,nan
1,1,-123.0
2,0,nan
1,1,-76.0
2,0,nan
2,0,nan
1,1,-126.0
1,1,-120.0
2,0,nan
1,1,-40.0
1,1,-34.0
