grip requested,grip performed,grip timing
1,1,-259.0
1,0,nan
1,1,-98.0
2,1,-92.0
1,0,nan
2,1,-148.0
1,0,nan
2,0,nan
2,0,nan
1,0,nan
1,1,18.0
1,1,-214.0
2,0,nan
2,1,-66.0
1,1,-26.0
1,0,nan
2,0,nan
2,1,-42.0
3,0,nan
2,0,nan
1,0,nan
3,0,nan
2,0,nan
1,0,nan
1,0,nan
2,1,-177.0
2,0,nan
2,0,nan
1,0,nan
1,0,nan
1,1,-105.0
1,0,nan
2,0,nan
1,0,nan
2,0,nan
1,1,-307.0
2,0,nan
2,0,nan
1,1,-357.0
1,0,nan
2,1,-209.0
1,0,nan
1,0,nan
